rowname,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
a,0.5085922197761611,0.0021806537358642496,0.12748712272478924,0.27560200415328995,0.4200876240355901,0.5020668396154453,0.5922230158749173,0.7748818028770498,3417.8989567999342,0.9995786426458763
c,0.36914854847667056,0.003175315549864788,0.18396786400558143,0.07066358687194646,0.2305993096945424,0.3542286459548704,0.4872731580223418,0.7671111405927902,3356.6816273586096,0.9999897330983066
logh_d,-1.9944671689754525,0.014943548180826285,0.8942238922083102,-3.6933999315280404,-2.6016170167627664,-2.023771859109884,-1.3545226386090539,-0.27227524115130747,3580.8413699011503,1.0000129449741648
logh_r,0.66629109937829,0.00827284740742776,0.4947647737164024,0.028849019634277592,0.27735772827493166,0.5678085186734974,0.9510588450571152,1.8604743986995251,3576.7411775751766,0.9993004251741147
s_d,0.24812546094113935,0.0031467065307118746,0.18508806810753817,0.012587991990827482,0.10613295798472251,0.2085189754085578,0.3462702174555071,0.7167097293601523,3459.74716307144,1.0005026168460835
s_r,0.227760830238425,0.0041637899544766785,0.23789226535989033,0.00995446390584061,0.049631505113834434,0.13103356647765857,0.3327058884196912,0.8645967398670917,3264.2470309486707,0.999762930669384
s,0.3117130482952165,0.004542559181423054,0.2621945445833013,0.050056439795745235,0.1434032108387363,0.23726106678486092,0.38985231081658056,1.0580018498973598,3331.548301826748,0.9991886038242098
