rowname,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
a,0.6123833926368907,0.0017540851545109221,0.09596871097622076,0.4447722693675819,0.5462034318320828,0.6060492273299045,0.6693370664383348,0.8234939664346157,2993.353287997865,0.9998081960732214
logh,-3.544432354586199,0.005041515952900075,0.2837698494177129,-4.1393524329731495,-3.7178653089266684,-3.5317925844988913,-3.3580385865402453,-3.029531276614435,3168.1826253491663,1.0002652151138391
i,48.86735697930696,0.10759282876707041,6.69696607847385,36.60824478392588,44.170573474705265,48.517396738992844,53.18380231197982,62.6626126387434,3874.2669926579933,0.9993047929110027
s,0.23742755049596856,0.0020810212558359763,0.12034465443162479,0.057089287655409375,0.14906648027199837,0.21892180158905483,0.3069512668042528,0.5158667406838612,3344.264170956679,1.0001201517753542
