Paradigm,Exp,x1,p1,t1,x2,p2,t2,N,y
Choice,Ericson15,0.2,1,0,0.3,1,0.5,8,8
Choice,Ericson15,0.2,1,0,0.3,1,0.75,5,4
Choice,Ericson15,0.2,1,0.25,0.3,1,0.5,7,5
Choice,Ericson15,0.2,1,0.25,0.3,1,0.75,3,3
Choice,Ericson15,0.2,1,0.25,0.3,1,1,8,3
Choice,Ericson15,0.2,1,0.5,0.3,1,0.75,7,4
Choice,Ericson15,0.2,1,0.5,0.3,1,1,3,2
Choice,Ericson15,0.2,1,0.5,0.3,1,1.25,6,4
Choice,Ericson15,0.25,1,0,0.75,1,0.25,9,3
Choice,Ericson15,0.25,1,0,0.75,1,0.5,11,10
Choice,Ericson15,0.25,1,0,0.75,1,0.75,4,1
Choice,Ericson15,0.25,1,0.25,0.75,1,0.5,3,1
Choice,Ericson15,0.25,1,0.25,0.75,1,0.75,4,1
Choice,Ericson15,0.25,1,0.25,0.75,1,1,6,5
Choice,Ericson15,0.25,1,0.5,0.75,1,0.75,4,2
Choice,Ericson15,0.25,1,0.5,0.75,1,1,6,3
Choice,Ericson15,0.25,1,0.5,0.75,1,1.25,5,3
Choice,Ericson15,0.33,1,0,1.33,1,0.25,7,5
Choice,Ericson15,0.33,1,0,1.33,1,0.5,6,4
Choice,Ericson15,0.33,1,0,1.33,1,0.75,6,2
Choice,Ericson15,0.33,1,0.25,1.33,1,0.5,4,0
Choice,Ericson15,0.33,1,0.25,1.33,1,0.75,4,1
Choice,Ericson15,0.33,1,0.25,1.33,1,1,4,2
Choice,Ericson15,0.33,1,0.5,1.33,1,0.75,8,2
Choice,Ericson15,0.33,1,0.5,1.33,1,1,7,2
Choice,Ericson15,0.33,1,0.5,1.33,1,1.25,5,1
Choice,Ericson15,0.4,1,0,0.5,1,0.25,5,3
Choice,Ericson15,0.4,1,0,0.5,1,0.5,4,4
Choice,Ericson15,0.4,1,0,0.5,1,0.75,6,5
Choice,Ericson15,0.4,1,0.25,0.5,1,0.5,7,7
Choice,Ericson15,0.4,1,0.25,0.5,1,0.75,4,3
Choice,Ericson15,0.4,1,0.25,0.5,1,1,4,3
Choice,Ericson15,0.4,1,0.5,0.5,1,0.75,5,2
Choice,Ericson15,0.4,1,0.5,0.5,1,1,7,7
Choice,Ericson15,0.4,1,0.5,0.5,1,1.25,4,1
Choice,Ericson15,0.5,1,0,1,1,0.25,8,6
