V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
67,61,69,65,64,55,48,67,57,71,52,66,65,64,54,66,57,70,48,61,62,60,55,56,57,42,58,61,43,47,48,53,46,47,44,59,19,62,53,29,25,30,28,22,25,24,50,35,64,71,81,76,65,81,84,76,49,69,51,76,84,78,64,58,44,60,51,29,33,30,69,61,34,20,26,34,47,34,20,43,77,82,63,59,71,75,74,74,76,74,73,52,85,48,64,65
62,53,67,72,60,55,55,59,63,48,46,68,61,75,58,54,56,63,49,66,62,49,50,47,69,55,60,49,56,44,52,48,35,49,52,60,13,53,57,23,17,31,26,24,21,19,40,40,66,72,74,74,71,75,77,67,51,61,47,68,83,73,64,58,52,59,41,25,45,28,73,44,20,17,23,41,38,30,27,43,67,76,73,62,67,66,70,72,74,81,59,53,86,46,60,73
69,52,72,63,63,42,54,65,57,67,51,65,53,70,53,54,62,60,50,64,62,51,56,62,71,46,52,56,44,46,41,44,34,46,47,62,19,68,50,26,24,32,17,22,16,14,48,45,65,67,78,69,73,79,80,71,52,69,55,66,79,83,68,59,54,61,46,25,34,33,65,54,25,26,26,32,36,32,24,35,73,76,70,55,70,63,64,77,80,73,56,60,80,40,55,69
64,61,75,71,63,54,57,68,65,58,49,73,54,77,58,69,62,67,47,59,61,60,60,59,62,48,55,65,54,48,41,50,39,54,49,59,9,60,52,20,17,28,26,28,13,15,51,37,65,68,74,73,74,71,77,69,44,64,53,78,75,84,66,54,46,61,43,26,34,26,69,54,27,14,28,39,42,22,29,43,66,75,66,65,67,64,75,78,64,81,54,54,84,45,60,66
71,62,76,67,61,59,54,69,63,69,48,75,51,77,54,60,61,65,51,64,61,52,62,64,68,46,43,62,46,49,48,46,38,45,45,56,20,60,54,20,19,39,30,25,27,20,42,44,57,70,83,71,72,80,83,67,52,64,54,71,79,71,68,64,52,66,45,27,40,34,69,47,30,19,22,35,44,29,31,37,76,79,68,57,71,72,70,81,73,81,60,52,79,43,62,74
56,67,75,63,68,50,57,66,60,40,50,66,56,66,59,59,59,60,56,66,59,51,54,53,61,52,53,56,49,44,53,40,33,47,41,55,14,62,43,27,24,32,26,25,19,16,48,49,62,68,77,69,68,78,81,61,45,65,51,74,82,76,63,66,47,66,50,30,46,28,70,43,32,18,26,30,42,31,28,47,72,74,66,52,67,61,62,74,73,79,64,47,81,53,60,63
66,56,70,65,57,54,48,67,58,63,45,74,52,77,67,65,59,62,46,52,56,54,42,58,64,41,57,58,48,47,43,43,36,47,40,60,13,68,55,24,13,33,31,19,28,21,47,41,67,74,75,71,70,81,71,77,60,70,59,82,81,80,62,70,46,51,47,26,36,33,69,44,37,10,20,23,40,29,24,44,66,77,68,51,67,72,73,75,74,80,60,41,82,41,70,66
60,58,67,66,55,45,55,73,61,58,46,71,68,66,57,63,61,58,51,52,55,53,54,55,58,37,56,61,51,49,51,38,27,60,41,67,12,67,49,21,14,34,26,25,19,21,43,30,59,63,78,65,72,71,81,72,36,65,55,68,87,72,67,62,58,60,44,25,40,33,67,45,23,19,29,29,44,31,23,39,64,71,62,61,66,69,66,71,66,81,58,43,82,43,59,60
70,63,68,66,58,50,49,60,62,56,45,67,61,68,65,69,56,63,43,55,62,54,58,50,65,49,49,54,49,43,50,37,30,49,56,65,15,65,56,33,19,34,26,33,25,18,37,34,60,69,71,63,67,71,75,67,40,61,53,69,83,79,72,66,55,52,47,31,40,33,64,44,26,20,22,24,44,27,27,36,70,75,67,52,60,66,65,67,73,78,58,48,80,41,62,64
67,63,75,69,49,50,61,72,64,59,39,66,52,83,62,63,52,62,54,53,59,54,51,56,59,40,53,65,42,54,44,39,35,48,58,68,13,67,54,23,18,28,18,16,16,22,44,36,67,71,84,67,67,73,78,71,53,62,53,73,79,74,67,57,55,59,41,29,26,29,70,49,33,18,22,33,34,34,19,39,67,79,72,59,68,67,71,78,72,75,62,47,85,39,59,63
58,54,68,64,67,45,45,70,61,63,38,76,68,69,47,68,69,69,56,65,64,62,56,60,69,52,52,60,44,49,41,56,34,58,51,72,15,68,53,17,25,37,19,32,21,23,52,42,66,75,83,75,69,78,81,60,53,64,60,77,83,72,65,60,62,58,43,37,29,29,74,51,27,21,23,33,35,31,36,53,70,82,71,65,66,69,73,76,75,85,64,48,77,47,63,69
72,63,75,71,68,57,52,67,56,61,47,70,62,70,48,62,56,67,50,61,64,54,56,65,56,55,47,60,48,58,52,48,38,45,47,60,18,64,53,27,29,33,24,23,21,17,41,34,62,73,76,72,72,76,78,68,58,66,46,68,81,76,62,56,57,62,48,32,44,34,75,51,35,22,28,34,44,27,29,51,77,77,75,61,70,67,73,74,68,75,60,59,80,59,60,67
68,59,73,65,69,54,60,75,65,65,45,69,56,76,59,72,60,62,51,59,71,55,49,53,70,48,58,70,50,50,51,45,35,52,47,58,15,68,49,25,21,32,18,20,18,20,49,34,66,71,78,67,80,78,83,74,50,69,57,76,80,74,68,62,51,67,42,22,41,22,66,46,25,14,30,34,39,32,25,43,76,75,67,62,68,66,69,76,76,82,63,57,88,48,63,74
61,67,63,55,59,40,56,61,54,55,49,66,51,72,54,60,63,63,46,58,65,56,55,53,67,45,43,64,39,53,38,47,34,47,38,52,18,64,47,22,26,38,18,26,23,30,45,44,63,67,79,67,66,76,70,67,54,61,57,78,80,76,66,61,57,65,38,28,45,30,66,53,33,18,30,37,43,30,26,36,67,74,71,56,62,59,71,72,70,80,57,42,85,49,62,66
57,62,68,66,62,50,48,65,57,57,58,79,55,71,47,59,61,62,37,57,59,61,54,50,60,48,47,51,46,51,46,47,41,46,55,65,10,64,49,25,15,30,25,25,18,17,53,41,58,68,75,70,70,74,76,69,47,60,41,78,84,75,71,67,59,59,47,19,43,24,62,55,21,18,30,31,32,23,22,46,66,73,59,57,59,71,65,71,75,77,55,58,84,34,64,63
58,54,68,64,62,46,47,59,53,55,43,77,59,64,57,59,64,55,46,59,56,55,51,50,59,43,51,57,45,41,46,38,41,50,47,67,11,51,45,26,22,29,24,28,19,19,43,38,61,70,73,71,68,73,75,66,46,65,53,73,76,73,55,61,47,60,48,24,40,28,65,59,34,17,21,30,49,21,30,41,65,76,63,50,66,59,67,73,77,80,57,46,80,31,64,58
66,66,63,59,64,56,47,66,60,56,57,60,52,70,54,64,64,50,50,47,54,57,46,53,64,38,48,53,45,51,39,45,45,38,53,62,18,66,51,30,18,35,26,27,22,20,44,39,61,63,76,63,65,73,78,58,43,69,53,72,76,74,67,50,49,56,43,26,29,38,63,50,28,21,26,30,47,23,22,37,66,68,64,53,66,70,61,71,75,66,58,47,77,36,58,66
71,70,74,76,63,55,56,72,66,64,53,75,54,71,59,65,62,65,56,70,68,61,62,63,71,50,59,69,51,55,43,58,40,51,43,58,22,67,61,27,21,37,23,28,25,21,50,47,61,75,89,75,81,82,78,72,54,63,54,80,70,77,68,61,60,70,49,26,26,39,77,52,39,22,33,34,41,34,29,49,79,77,69,70,77,76,76,80,67,81,59,60,86,54,66,67
62,56,66,52,55,51,56,72,57,60,47,61,47,71,57,64,59,66,47,58,55,59,50,47,58,39,52,51,50,39,44,42,40,45,54,64,25,61,51,27,16,40,31,23,24,21,48,35,60,69,74,69,70,77,83,71,42,69,48,76,78,81,67,55,47,55,44,28,31,23,63,44,30,13,21,29,43,26,24,46,64,69,63,58,66,65,72,75,74,80,69,51,86,46,61,66
49,60,76,62,58,55,57,67,53,60,49,77,60,81,56,70,57,55,46,55,59,52,47,54,54,38,48,55,49,44,48,51,33,44,41,55,18,60,51,26,15,36,27,20,22,21,46,41,59,67,76,58,68,76,82,57,43,61,57,73,86,87,68,56,43,48,42,31,33,27,66,52,30,22,15,31,40,26,23,35,62,72,60,54,56,61,70,79,72,76,56,52,78,33,65,55
73,61,70,66,68,57,60,72,66,59,53,61,57,69,60,64,61,70,50,65,62,54,43,57,72,49,52,60,47,48,58,35,31,51,35,58,24,63,51,23,26,33,18,25,33,24,48,47,60,78,78,69,66,75,77,68,60,72,58,77,68,84,64,69,58,63,47,29,38,42,71,49,39,17,23,38,42,27,33,45,70,78,70,55,67,77,64,75,74,79,61,54,75,36,70,67
65,57,71,62,59,55,57,70,58,69,51,67,64,70,42,59,55,64,48,57,62,55,46,51,62,46,49,53,42,50,54,52,38,47,53,58,15,58,50,23,17,26,25,28,25,18,50,48,62,72,76,66,68,75,71,65,48,68,53,75,86,81,72,62,53,58,45,31,43,28,65,49,26,22,23,38,44,24,29,39,64,76,67,59,71,65,69,69,75,80,57,47,86,43,67,65
70,57,71,66,64,62,57,73,63,57,50,62,55,71,55,68,58,71,51,63,62,63,54,60,58,46,51,52,45,39,52,47,31,50,43,70,21,71,54,23,15,27,21,19,14,16,44,46,59,74,84,74,71,82,75,76,44,62,54,74,85,73,74,66,50,62,39,35,38,21,77,51,29,18,24,28,42,33,25,36,73,80,73,61,66,69,70,74,76,80,62,52,86,44,66,68
56,55,71,64,58,59,58,68,55,60,53,59,51,77,57,64,51,52,38,54,55,59,45,44,54,36,45,58,34,52,44,49,44,46,45,58,21,71,53,22,12,28,22,29,22,25,46,42,52,66,75,61,71,69,76,63,41,66,59,74,89,66,65,60,51,53,43,39,31,28,69,51,30,19,20,29,42,19,27,40,66,73,60,55,54,70,67,76,78,77,55,54,80,39,56,60
67,58,73,66,63,57,58,61,62,54,56,75,56,75,58,58,61,65,43,62,63,51,51,58,65,43,58,57,48,51,46,46,34,45,38,60,15,54,41,21,15,25,24,20,23,13,41,38,69,76,75,72,72,75,78,73,44,66,49,73,80,80,75,62,59,58,47,28,40,35,69,44,33,13,29,37,40,24,25,36,70,74,66,47,73,70,69,74,72,74,61,54,83,37,77,69
61,58,64,61,57,56,48,60,59,61,49,79,52,73,55,62,49,63,48,58,51,52,46,53,64,38,51,58,40,47,47,45,33,44,53,62,9,52,45,20,20,33,31,25,12,25,51,48,55,63,70,67,65,71,75,66,46,61,53,67,86,78,66,64,51,59,38,30,39,31,73,47,28,14,18,27,39,31,29,35,60,67,61,47,64,63,64,66,78,83,59,48,84,39,58,63
67,64,74,71,53,51,62,78,52,66,43,74,58,82,52,68,62,59,42,49,63,53,49,51,59,42,49,65,47,47,46,51,32,49,44,63,16,64,47,20,16,30,23,20,21,17,50,35,62,71,83,77,72,77,83,74,46,66,52,87,87,84,71,69,51,56,44,27,33,32,70,51,31,17,18,27,34,33,20,39,79,79,65,52,60,58,77,78,74,83,63,47,93,40,68,67
70,62,68,57,56,51,50,67,61,58,51,75,54,72,53,63,62,67,51,60,68,61,58,56,76,50,54,62,57,51,48,42,40,50,51,63,15,60,53,26,12,32,31,29,31,16,44,44,58,72,78,75,71,76,74,66,51,71,45,74,79,77,64,64,56,61,48,34,41,34,74,56,39,25,28,43,38,29,21,48,77,77,72,64,65,73,70,78,65,85,60,51,80,41,69,67
62,61,71,59,58,64,48,65,62,55,57,67,56,71,58,65,51,66,43,59,63,56,55,51,64,41,47,61,55,47,46,44,40,49,54,65,11,72,43,23,19,35,33,30,28,26,47,44,59,71,73,69,60,71,68,75,46,62,45,71,79,73,62,60,48,60,41,27,38,28,59,40,26,26,21,29,39,30,34,53,70,71,61,59,67,63,68,71,69,81,58,45,75,47,63,63
63,53,65,62,62,60,43,67,55,56,55,74,60,74,53,70,50,63,46,63,67,64,53,59,71,51,58,51,43,53,41,48,38,47,49,61,14,65,46,23,21,30,23,31,20,18,54,46,63,67,83,74,70,80,80,72,50,64,54,77,75,77,75,64,53,67,46,19,41,32,74,46,28,19,35,33,34,25,20,41,72,76,61,59,72,68,70,79,66,74,69,54,83,45,62,66
73,67,73,71,65,56,55,78,66,68,58,71,49,82,55,67,71,71,45,71,72,63,63,57,77,50,66,63,54,55,58,47,32,48,47,66,20,73,49,19,14,27,15,20,22,13,48,48,68,84,83,76,72,80,82,78,49,77,44,75,74,77,75,64,53,66,52,31,42,22,69,48,26,22,22,38,32,29,25,49,74,88,66,63,70,69,80,78,72,79,63,55,83,47,65,78
61,61,71,63,50,48,45,67,55,65,49,72,53,71,55,62,54,61,46,54,54,47,55,59,58,44,57,56,45,53,44,45,36,51,52,60,13,69,45,25,19,36,27,34,27,18,44,43,58,71,77,58,71,73,77,66,43,59,59,78,85,77,63,63,58,49,51,36,40,31,68,52,27,13,20,32,47,30,29,37,67,74,64,55,67,64,59,71,80,75,61,52,86,38,69,65
67,59,71,67,64,59,61,68,58,61,54,69,61,71,53,62,64,65,52,68,62,55,62,58,65,54,57,52,50,53,51,49,35,49,42,67,17,69,40,33,25,29,30,27,21,19,47,42,62,67,81,71,69,73,82,71,48,62,50,74,75,78,63,63,53,67,39,29,41,24,80,33,36,18,25,31,41,23,34,43,70,77,71,60,74,66,74,79,67,75,59,44,75,38,54,74
65,54,69,74,69,56,53,65,56,60,49,70,55,78,69,63,57,69,49,63,63,59,56,58,64,53,50,59,53,48,53,53,33,36,38,57,17,66,45,25,17,27,29,28,22,21,51,40,64,75,79,69,66,73,76,72,37,64,49,72,84,75,69,58,59,61,38,28,28,34,65,47,32,14,25,36,41,36,20,36,75,74,69,57,72,63,62,75,74,76,53,56,83,56,57,65
63,62,73,64,61,57,57,62,55,63,47,70,54,69,51,64,64,64,49,61,60,67,55,56,61,43,46,57,41,55,45,29,34,50,39,62,20,65,52,20,13,34,21,19,18,13,40,34,55,76,78,74,68,81,77,69,46,64,48,71,85,80,73,55,47,61,41,31,33,30,64,57,26,13,26,26,47,19,18,28,69,79,63,58,60,64,67,70,72,78,58,52,86,41,59,66
53,61,67,68,59,54,53,61,52,62,50,71,49,72,59,64,57,62,36,57,55,54,39,58,55,43,49,50,54,49,49,45,36,60,47,62,13,62,55,25,15,31,25,19,23,11,34,45,60,68,77,64,67,71,75,64,48,65,45,75,72,83,71,69,50,59,51,35,32,25,66,48,32,16,29,29,40,27,22,41,67,69,58,52,70,59,59,76,71,74,61,56,82,38,66,65
64,65,73,63,67,47,61,71,60,65,48,78,59,70,57,57,61,66,53,63,57,60,55,55,65,46,37,58,40,34,54,46,32,57,39,65,14,50,53,20,13,29,17,24,22,20,54,41,58,70,76,70,67,73,78,71,49,69,51,75,86,81,71,53,54,56,45,26,31,24,70,51,26,17,25,37,42,29,22,36,73,76,63,58,71,70,76,74,80,78,57,47,80,36,60,63
65,55,64,61,50,42,52,57,55,63,45,73,55,66,52,61,64,64,47,61,63,48,53,48,64,43,51,51,48,45,57,41,37,49,41,62,22,61,59,22,19,28,23,20,20,20,45,34,58,70,66,68,65,70,85,58,43,63,54,69,79,77,72,58,48,56,43,26,38,25,69,49,20,20,30,27,38,30,19,45,67,71,66,57,66,67,66,77,80,81,62,55,79,50,62,65
68,65,78,69,67,60,48,70,64,62,54,71,50,72,57,64,65,65,55,69,64,56,49,63,67,48,54,64,57,46,50,40,35,46,41,71,15,69,42,20,20,28,26,26,9,9,34,33,65,72,81,76,78,82,84,72,50,75,62,81,83,76,73,68,53,59,42,23,35,33,77,49,24,20,20,24,41,26,23,36,75,82,71,66,70,67,74,84,77,80,60,58,89,45,65,75
60,76,70,72,69,57,50,71,65,67,43,78,52,73,54,62,66,63,34,58,62,59,58,55,63,57,57,59,45,57,57,44,38,50,48,69,9,68,60,18,16,36,23,21,24,21,48,35,65,70,77,67,69,76,81,74,45,73,51,80,85,80,74,52,60,66,54,33,41,25,66,49,29,18,23,29,43,22,26,47,67,78,67,54,66,72,78,75,76,85,63,60,89,40,70,66
87,69,70,78,83,58,63,59,75,69,52,63,58,61,55,58,59,56,32,44,54,51,47,52,66,51,54,42,58,55,46,46,24,19,26,28,9,40,29,15,14,27,26,22,29,27,50,40,81,85,89,82,88,89,86,81,65,70,68,66,68,68,61,64,34,30,28,21,15,28,52,23,37,32,34,48,39,37,36,46,91,92,81,67,93,81,87,93,69,69,59,61,90,54,60,84
77,55,76,71,80,61,46,69,79,71,62,67,55,64,61,64,57,48,46,58,49,55,45,52,69,49,47,55,68,43,47,49,22,28,33,34,13,57,43,17,15,25,21,25,27,13,54,41,83,85,85,84,83,91,89,78,50,70,65,71,66,60,63,66,36,49,26,30,22,35,53,35,39,21,31,35,43,43,41,45,83,92,77,67,88,84,87,93,70,75,64,56,84,48,54,90
81,76,74,79,80,64,64,69,75,83,54,64,61,72,54,60,65,58,43,45,46,50,54,50,59,58,54,55,61,53,50,45,21,18,24,40,9,33,30,15,13,17,25,19,18,14,44,37,82,89,85,85,89,91,89,88,70,81,65,61,71,59,72,67,29,42,27,19,21,23,55,23,44,33,36,48,44,43,39,52,89,90,83,79,90,86,86,96,71,78,64,66,89,57,65,84
81,66,67,86,71,53,55,75,79,81,54,72,58,65,54,63,59,52,40,55,49,47,46,51,61,43,59,48,61,53,53,55,25,25,31,33,8,47,34,14,10,16,22,19,15,22,45,41,77,92,91,82,81,89,92,80,64,80,63,64,71,76,65,66,26,40,28,29,21,21,48,28,29,28,36,42,38,48,37,55,94,91,83,76,91,87,91,92,76,71,60,57,88,57,62,86
79,62,71,77,79,57,48,64,76,77,50,61,51,62,62,69,62,52,46,48,49,47,41,53,63,56,52,50,53,53,47,58,17,20,22,29,11,45,35,15,12,16,27,24,22,26,51,45,84,87,87,86,84,89,89,83,65,76,70,62,73,73,55,68,25,39,27,25,25,19,58,25,46,32,40,44,41,54,45,52,92,89,81,77,84,84,88,92,65,73,63,55,87,47,59,84
74,65,72,81,75,62,48,67,70,79,48,66,57,62,52,53,55,42,43,47,44,46,36,40,57,53,56,39,58,49,45,52,20,20,21,26,10,44,31,18,13,20,25,21,19,15,56,50,81,83,83,89,84,94,89,80,73,81,73,73,80,73,62,64,27,34,23,21,16,23,45,20,44,24,34,48,34,40,41,52,86,89,81,73,85,76,86,87,65,77,63,59,89,51,66,82
75,58,65,73,74,59,61,68,79,74,57,71,60,71,56,63,61,48,40,49,37,42,41,42,59,45,50,45,58,49,54,45,17,12,14,31,15,37,27,13,10,22,21,16,20,22,45,52,84,88,92,87,88,90,91,95,57,83,66,70,73,65,62,76,20,35,16,26,18,25,45,13,38,29,28,43,42,40,33,45,88,93,79,70,88,81,88,92,71,77,55,53,92,59,60,85
73,69,66,76,75,57,57,69,74,67,55,70,55,66,56,55,57,50,49,52,45,50,40,55,64,50,62,48,54,54,57,50,24,23,30,29,11,42,33,15,19,23,26,29,23,33,50,38,79,86,86,81,88,89,84,77,61,76,64,62,63,62,55,66,30,43,26,29,22,34,47,27,35,30,43,42,44,46,43,55,81,92,76,75,84,83,83,90,65,69,55,60,93,57,58,81
78,69,73,73,73,60,57,65,74,70,55,57,56,61,58,61,55,57,51,52,53,50,45,45,59,52,57,60,62,58,54,44,28,29,27,31,12,48,31,22,13,26,17,20,25,19,52,40,78,83,88,83,87,91,90,83,65,74,70,65,72,69,57,68,33,48,27,30,24,20,52,28,26,30,45,41,47,36,39,48,90,88,77,75,88,87,87,91,68,84,64,59,87,59,60,82
73,64,68,75,74,68,52,65,70,79,50,65,61,64,54,61,62,53,35,47,59,50,43,45,63,52,58,44,58,50,54,52,28,25,22,31,17,44,28,16,18,25,26,22,23,22,50,41,73,86,84,75,85,90,86,83,57,75,63,71,70,61,59,70,31,42,27,32,23,25,51,30,42,28,29,41,47,43,47,52,82,86,83,79,82,80,86,88,72,69,57,55,81,63,53,81
78,64,75,74,75,61,59,68,73,82,45,64,55,65,55,65,50,53,47,57,51,53,47,49,67,49,44,51,52,50,58,52,21,28,27,34,19,47,39,17,22,21,25,20,28,25,52,44,81,87,85,82,87,91,88,84,59,85,58,71,77,69,51,62,34,39,26,26,21,30,58,24,40,30,35,45,47,34,38,43,82,93,79,72,84,79,87,95,68,77,60,55,83,52,58,87
78,69,76,80,80,63,57,71,81,79,48,59,55,63,51,60,56,55,41,55,55,51,46,55,61,54,51,59,65,57,56,55,25,22,27,30,13,33,31,15,17,24,22,27,17,20,50,42,82,84,89,84,84,89,87,82,70,74,62,55,63,65,51,63,29,40,28,27,20,19,52,16,34,32,40,46,42,47,48,46,91,94,80,73,86,84,89,93,63,76,68,61,89,59,57,85
80,57,63,79,80,55,55,54,69,68,52,55,54,65,55,53,51,59,46,55,53,54,42,53,70,58,47,50,47,50,52,47,23,22,25,28,13,47,41,17,24,20,29,24,20,22,45,39,80,87,86,82,84,91,85,82,62,75,60,60,65,61,66,60,29,47,29,28,22,31,45,23,42,22,37,44,40,39,49,43,90,94,80,72,84,83,85,92,63,64,61,52,80,51,57,83
78,71,69,82,82,63,60,69,76,80,53,66,57,69,56,65,67,48,46,54,52,50,49,50,65,60,62,60,58,47,49,53,19,25,15,26,12,40,32,15,15,20,22,19,13,19,47,38,82,93,92,86,79,94,92,85,59,84,73,59,79,62,52,62,23,33,27,20,24,32,47,21,33,26,29,39,42,40,46,56,91,94,85,71,93,86,88,93,73,70,57,61,91,58,61,89
80,68,71,81,84,65,65,65,79,76,56,58,59,75,72,69,63,58,45,55,52,44,46,49,65,64,53,55,60,45,59,44,25,25,22,34,12,46,40,16,20,22,39,28,24,20,45,42,76,84,89,87,80,91,89,77,64,76,69,62,64,65,58,70,28,41,32,26,18,28,47,35,45,35,38,42,43,40,42,56,91,94,76,75,89,86,92,96,62,72,74,65,83,62,63,88
72,56,75,74,88,51,56,61,80,74,43,53,59,66,61,69,61,63,45,58,54,52,55,54,61,55,61,56,54,54,62,63,23,29,26,31,15,47,31,22,19,15,26,23,20,21,44,46,77,90,91,84,81,92,89,83,58,70,70,67,72,70,51,71,28,49,29,22,28,33,50,28,33,34,36,47,40,51,49,51,89,92,83,81,93,82,90,96,65,68,65,61,86,50,57,90
82,67,75,83,85,62,63,75,79,72,49,56,43,72,65,61,56,55,40,49,48,51,47,50,58,52,55,50,60,46,49,49,14,23,18,25,10,36,26,16,17,22,17,18,20,18,52,52,86,89,89,90,90,90,90,89,67,79,66,73,57,65,63,74,21,39,17,24,23,28,47,25,40,32,29,46,37,45,45,47,88,94,81,85,86,88,90,94,71,76,66,62,88,55,64,90
76,70,64,83,79,61,64,69,73,80,59,72,62,63,61,65,51,61,43,46,55,61,43,50,67,49,51,59,60,58,58,60,21,26,21,32,10,46,32,20,15,17,21,20,25,16,50,49,84,88,89,84,89,94,93,81,61,78,72,67,73,65,60,67,34,37,27,23,22,29,54,24,31,27,29,41,43,43,41,56,93,92,87,71,92,87,92,95,62,73,68,63,89,48,58,89
81,58,71,79,70,68,47,69,77,79,45,61,58,63,59,64,49,58,45,57,55,38,46,52,65,57,59,55,59,55,58,52,21,25,23,40,18,46,35,16,12,24,29,26,28,21,50,40,76,90,88,88,87,90,89,87,51,75,73,60,64,62,54,60,26,43,33,26,27,26,56,24,46,34,37,41,44,40,39,52,90,93,78,71,85,77,83,97,57,68,57,56,82,65,61,89
74,67,73,73,78,57,55,65,82,77,50,66,52,68,57,59,62,70,51,62,55,54,52,49,63,58,58,57,65,57,62,47,27,20,25,38,17,38,32,13,25,24,24,28,20,27,45,45,80,94,90,81,88,94,90,87,66,76,66,62,67,74,53,66,27,42,20,23,24,22,52,29,37,30,44,39,37,51,48,54,91,91,87,84,92,84,93,95,59,73,58,58,91,58,55,91
80,76,73,77,77,59,68,60,74,82,58,61,56,67,54,64,54,60,35,45,49,56,48,47,59,51,60,57,62,52,60,51,21,25,25,31,14,36,27,22,16,29,20,26,27,25,39,46,78,87,90,85,81,91,85,87,64,76,70,67,71,66,48,68,33,38,28,25,25,22,51,35,38,32,39,46,44,45,41,47,88,90,83,79,89,83,89,92,69,73,65,58,90,57,59,85
77,62,68,78,79,65,60,70,80,77,55,61,54,79,58,58,54,45,47,44,55,44,37,42,63,46,53,54,53,47,50,52,13,19,19,32,13,34,26,13,16,21,22,13,31,19,42,45,81,92,90,82,85,86,89,87,57,85,72,69,74,74,61,70,20,33,21,25,22,21,49,20,40,31,32,44,37,46,36,47,94,95,74,75,83,76,87,92,68,74,64,61,90,62,56,83
73,64,79,78,77,60,53,70,78,72,47,69,57,73,62,64,54,50,52,56,55,51,43,56,59,56,54,50,56,53,58,60,27,20,25,38,13,41,42,19,15,21,19,22,29,22,46,45,85,86,88,85,76,86,89,87,65,80,71,65,73,68,58,72,30,40,30,23,25,18,52,24,48,31,34,40,43,41,46,52,85,95,77,76,90,85,90,90,69,76,63,66,91,53,63,85
84,70,74,75,76,62,71,75,75,79,54,61,56,71,67,72,50,55,51,50,41,44,32,41,68,51,50,61,58,44,60,46,19,19,25,29,8,37,19,14,13,17,14,20,24,20,43,40,79,94,93,89,82,92,87,91,67,80,71,60,69,74,66,75,30,32,25,21,20,20,41,22,40,29,28,45,41,45,37,51,90,96,79,75,93,85,89,94,70,76,57,52,91,56,58,85
74,56,62,71,83,62,51,68,70,72,55,65,55,65,63,56,57,52,42,47,41,53,53,50,61,48,53,58,60,43,50,46,22,23,25,32,12,43,32,17,13,18,31,23,23,28,55,44,77,84,89,84,84,87,87,79,59,75,64,67,73,69,63,64,22,39,21,21,19,24,52,29,33,34,37,36,37,42,44,51,90,89,83,79,89,80,93,93,75,79,62,51,84,55,60,83
82,65,71,85,81,56,59,69,85,80,54,69,57,67,51,62,58,55,45,56,61,44,39,53,71,51,55,51,58,55,59,43,23,22,22,33,13,43,33,15,16,21,17,17,24,21,50,44,78,95,89,86,88,92,83,86,65,80,71,68,62,62,59,66,31,43,29,26,25,32,59,23,40,31,27,47,34,43,37,49,86,89,85,82,94,86,91,94,67,76,65,58,85,65,59,85
74,68,68,74,74,63,58,53,73,76,59,60,56,70,58,65,50,55,48,47,57,49,41,47,60,45,44,57,52,52,53,45,25,28,27,38,7,45,40,13,14,27,22,23,23,24,47,37,82,85,84,83,84,92,87,80,54,75,71,69,78,62,70,70,38,45,27,31,31,22,50,35,43,27,30,41,36,46,44,57,90,89,74,71,88,84,88,94,74,80,58,55,88,47,64,81
75,62,68,78,82,63,54,72,77,72,49,62,61,63,51,61,65,51,47,59,51,52,52,49,64,58,44,49,52,53,54,53,21,20,24,32,14,41,39,22,14,17,18,17,22,15,44,44,78,89,87,79,81,90,87,87,63,79,65,68,74,68,65,69,34,41,24,27,20,27,49,22,43,29,31,36,45,42,39,43,88,90,85,74,84,86,85,94,60,75,51,62,85,58,57,84
82,66,72,67,66,59,60,67,69,77,49,63,52,67,56,57,62,55,51,48,54,48,47,48,62,58,42,58,53,59,58,49,26,27,23,39,12,43,39,14,10,31,19,24,23,19,48,38,81,92,87,83,83,87,89,83,60,80,62,64,71,71,62,67,33,37,29,28,19,24,62,26,36,24,34,42,40,38,42,51,94,87,84,83,88,85,89,97,65,83,66,62,89,50,68,78
75,68,73,77,77,59,58,63,70,81,52,59,54,71,61,58,56,57,46,45,39,48,44,44,57,57,54,54,62,48,57,50,15,18,24,28,14,34,28,14,10,18,27,17,24,20,41,43,85,92,89,83,86,90,92,87,68,80,72,72,70,65,57,71,29,37,20,27,18,31,41,16,36,35,36,42,41,43,45,48,94,93,78,79,85,86,86,91,65,67,60,53,89,62,70,81
81,68,82,74,80,68,54,71,73,71,57,63,60,67,54,65,57,53,37,54,49,52,46,51,63,51,53,50,61,55,65,47,22,23,22,27,12,41,33,15,20,22,24,21,24,33,45,52,80,86,84,86,83,92,87,83,66,77,64,69,66,70,52,77,26,47,25,38,25,31,52,24,38,29,37,45,39,39,46,45,81,91,79,76,87,82,84,94,67,74,64,55,88,62,52,88
